Designator,Mid X,Mid Y,Rotation,Layer
OL1,110.765,-64.055,0.0,top
SW1,73.41,-83.49,0.0,top
SW2,73.42,-103.48,0.0,top
SW3,93.54,-103.51,0.0,top
SW4,113.48,-103.51,0.0,top
SW5,73.5,-123.43,0.0,top
SW6,93.54,-123.32,0.0,top
SW7,113.51,-123.37,0.0,top
SW9,92.75,-83.11,0.0,top
U1,114.046971,-85.071614,270.0,top
